name,website,map link,address,phone,created at,latitude,longitude,google rank,number of reviews,search keywords,contact page link
Roman & Roman,https://www.romanromanlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJSy6GZgPywogRBzXfnKm0G94,"2274 FL-580, Clearwater, FL 33763",(727) 736-2515,2020-09-01T15:48:36.704437,28.019703,-82.743857,14,59,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Bernstein Law,https://www.lawbernstein.com/,https://www.google.com/maps/place/?q=place_id:ChIJkyrDb-XjwogR0Gkk4jyQweI,"1430 20th Ave N, St. Petersburg, FL 33704",(727) 209-7957,2020-09-01T15:48:36.704502,27.7900318,-82.6535135,15,47,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Baird Law Group,http://bairdlawgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJG88ibIvEwogRuoZmLjnegp4,"214 S Armenia Ave, Tampa, FL 33609",(813) 849-2679,2020-09-01T15:48:36.692696,27.9423405,-82.4848151,2,15,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Parks & Braxton, PA",https://www.tampaduidefenders.com/,https://www.google.com/maps/place/?q=place_id:ChIJp8j78IvEwogRM3FYjo7Hl5g,"602 S Boulevard, Tampa, FL 33606",(813) 708-5388,2020-09-01T15:48:36.707173,27.938674,-82.468312,16,113,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Winer Law Group,http://www.mikewinerlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJT0Kfm_bEwogRtEk0aODwaHg,"110 N 11th St 1st floor, Tampa, FL 33602",(813) 224-0000,2020-09-01T15:48:36.694621,27.9481207,-82.4478981,11,19,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Germain Law Group,http://www.germainlawgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJI59RgDfDwogRXG5fygBnlkI,"3412 W Bay to Bay Blvd Suite K, Tampa, FL 33629",(813) 835-8888,2020-09-01T15:48:36.702509,27.9195228,-82.4994656,4,5,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Teresa P. Williams, P.A.",https://www.teresawilliamspa.com/?utm_source=GMB&utm_medium=Website%20Click&utm_campaign=Main%20Button,https://www.google.com/maps/place/?q=place_id:ChIJe_YBFsPxwogRA-dXRidux5g,"1822 N Belcher Rd. STE 201, Clearwater, FL 33765",(727) 485-9788,2020-09-01T15:48:36.703795,27.9873863,-82.7468301,4,21,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Franco Law Group,http://www.franco-law.com/,https://www.google.com/maps/place/?q=place_id:ChIJn_aqt3vDwogRfH93HnMGSS4,"215 N Howard Ave #101, Tampa, FL 33606",(813) 873-0180,2020-09-01T15:48:36.701567,27.9462577,-82.4828436,10,33,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"The Law Offices of Michael R. Herron, P.A.",https://www.accidenttampa.com/,https://www.google.com/maps/place/?q=place_id:ChIJ1VENmcrAwogRXTJWVuRgjlo,"1213 W Fletcher Ave, Tampa, FL 33612",(813) 258-4878,2020-09-01T15:48:36.696284,28.06913,-82.471083,17,62,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Michael J. Rossi, PA",http://www.thetampainjurylawyer.com/,https://www.google.com/maps/place/?q=place_id:ChIJb8TLYHvDwogRyZ03dI4CAOI,"115 S Albany Ave, Tampa, FL 33606",(813) 253-3351,2020-09-01T15:48:36.694749,27.9436249,-82.4811098,13,16,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Brooks Law Group,https://www.brookslawgroup.com/winter-haven/?utm_source=google&utm_medium=gmb&utm_campaign=local-listing_winterhaven,https://www.google.com/maps/place/?q=place_id:ChIJ-Yd3-OYS3YgRQ61cwWKwdXc,"123 1st St N, Winter Haven, FL 33881",(863) 251-9407,2020-09-01T15:48:36.706340,28.0236879,-81.7271254,3,442,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Williams Law, P.A.",https://www.williamspa.com/,https://www.google.com/maps/place/?q=place_id:ChIJPQyHF33DwogRmd79-HLMSXg,"1715 W Cleveland St, Tampa, FL 33606",(813) 288-4999,2020-09-01T15:48:36.702639,27.9434649,-82.4776711,6,31,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Action Legal Group,https://actionlegalgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJj8ccNUD7wogRIc1zIEZlG3I,"203 N Marion St, Tampa, FL 33602",(877) 466-4494,2020-09-01T15:48:36.694814,27.9472387,-82.4554524,14,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
1-800-INJURED,https://1800injured.care/tampa/,https://www.google.com/maps/place/?q=place_id:ChIJ182uLknDwogRiV9I42PXEuM,"3902 Henderson Blvd Suite 208 - 1036, Tampa, FL 33629",(813) 344-2116,2020-09-01T15:48:36.694493,27.9312814,-82.5081623,9,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"The Fraley Law Firm, P.A.",http://www.fraleylawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJzymuUGXDwogREhpIkOR7JE0,"412 E Madison St, Tampa, FL 33602",(813) 229-8300,2020-09-01T15:48:36.695711,27.9490847,-82.4571397,8,29,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Byrd & Gonzalez,https://www.byrdandgonzalezlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJF2eeeQPDwogRN0X6c2NbcOQ,"1915 N Howard Ave, Tampa, FL 33607",(813) 281-8801,2020-09-01T15:48:36.693425,27.9591021,-82.4827216,13,15,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Trentalange & Kelley, PA",http://trentalange.com/,https://www.google.com/maps/place/?q=place_id:ChIJ5S8C0pLEwogR_ESSEsiGMg8,"218 N Dale Mabry Hwy, Tampa, FL 33609",(813) 226-1080,2020-09-01T15:48:36.706663,27.9463586,-82.5059474,8,13,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Morgenstern & Herd, PLLC",https://www.morgensternandherd.com/personal-injury-attorneys-palm-harbor-fl/,https://www.google.com/maps/place/?q=place_id:ChIJMVCQvBLDwogRtk0VryZULBI,"800 Tarpon Woods Blvd Suite F-1, Palm Harbor, FL 34685",(813) 530-2002,2020-09-01T15:48:36.702250,28.0890159,-82.6985109,20,14,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Law Office of Dan Zohar, PA",https://dzfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJYfBWY5_BwogRaozMobKNJaI,"6549 Gunn Hwy, Tampa, FL 33625",(813) 935-9448,2020-09-01T15:48:36.701797,28.0658117,-82.559764,13,14,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Goudie & Kohn Pa: Kohn Kimberley M,http://www.goudiekohn.com/attorney-profiles/kim-kohn/,https://www.google.com/maps/place/?q=place_id:ChIJfUWpN4nEwogREecRFHvZL1s,"3004 W Cypress St, Tampa, FL 33609",(813) 413-2424,2020-09-01T15:48:36.705440,27.9519628,-82.4915678,9,3,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Boohoff Law, P.A.",https://www.brandonpersonalinjurylawfirm.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Brandon,https://www.google.com/maps/place/?q=place_id:ChIJyR0LlnfSwogRwFAgJ3oVOEA,"150 E Bloomingdale Ave, Brandon, FL 33511",(813) 321-7878,2020-09-01T15:47:00.085394,27.895342,-82.283936,3,219,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Matthews Injury Law,https://matthewspersonalinjurylaw.com/personal-injury-law/,https://www.google.com/maps/place/?q=place_id:ChIJe_7cCIvEwogR-AQMdv47sus,"500 E Kennedy Blvd UNIT 217, Tampa, FL 33602",(813) 519-6274,2020-09-01T15:48:36.692122,27.9485581,-82.4560549,13,33,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Pipas Law Group Tampa,https://pipaslaw.com/personal-injury-lawyers-tampa/,https://www.google.com/maps/place/?q=place_id:ChIJcyH30uPFwogReEDyBALvvFc,"100 Ashley Dr S Suite 1750, Tampa, FL 33602",(727) 888-3925,2020-09-01T15:48:36.692377,27.9444574,-82.4578222,17,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Mark H. Wright, PLLC",https://www.markwrightlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJG23X6RLDwogRIhOk17sObyM,"601 Bayshore Blvd Suite 700, Tampa, FL 33609",(813) 425-2020,2020-09-01T15:48:36.693642,27.9377589,-82.465281,16,3,"Tampa Personal Injury attorneys Tampa, Florida, United States",
The Ruth Law Team,https://getjustice.com/locations/st-petersburg-fl/?utm_source=Google&utm_medium=Local&utm_campaign=Local_Listing&utm_term=StPete&utm_content=LocationPg,https://www.google.com/maps/place/?q=place_id:ChIJ3e-_Bp3hwogRlHw3UnegKWg,"8600 4th St N, St. Petersburg, FL 33702",(727) 327-3222,2020-09-01T15:48:36.702057,27.8508858,-82.6391608,17,43,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Spinner Law Firm - Personal Injury Lawyer Wesley Chapel - Auto Accident Attorney,https://spinnerlawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJ1VqAMgexwogRo4caCWTtlgo,"2418 Cypress Glen Dr Ground Floor, Wesley Chapel, FL 33544",(813) 991-5099,2020-09-01T15:48:36.696413,28.1919808,-82.3732002,19,39,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Hanlon Law,https://www.criminalattorneytampa.net/,https://www.google.com/maps/place/?q=place_id:ChIJ39Uq_ovEwogRLJaaURVX4JU,"210 Pierce St, Tampa, FL 33602",(813) 228-7095,2020-09-01T15:48:36.705759,27.9476764,-82.4543098,14,36,"Tampa Personal Injury attorneys Tampa, Florida, United States",
The Fraley Law Firm P.A. (A+ rating),https://www.fraleylawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJw_ArUWXDwogRzmF7t5QizZY,"412 E Madison St UNIT 1213, Tampa, FL 33602",(813) 229-8300,2020-09-01T15:48:36.701927,27.949071,-82.457117,15,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"The Palmer Law Firm, P.A.",https://www.palmerinjurylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJmQ6zLqS_wogRx2YCZShdT7g,"17543 Darby Ln, Lutz, FL 33558",(813) 506-5651,2020-09-01T15:48:36.696732,28.1276037,-82.5240978,4,15,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Dismuke Law - 1-800-ASK-DAVE,https://www.dismukelaw.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Lakeland,https://www.google.com/maps/place/?q=place_id:ChIJweeGslJH3YgRmESfhBj1_RA,"1920 Florida Ave S, Lakeland, FL 33803",(863) 292-6922,2020-09-01T15:47:00.094465,28.019672,-81.956728,14,64,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Fernandez & Hernandez LLC,https://injurylawyersoftampa.com/,https://www.google.com/maps/place/?q=place_id:ChIJHTyJiXHDwogRWcc2XQKR9Eg,"3002 W Kennedy Blvd, Tampa, FL 33609",(813) 229-5353,2020-09-01T15:48:36.690522,27.9446298,-82.4914371,8,227,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Bulluck Law Group,https://bullucklawgroup.com/st-petersburg/,https://www.google.com/maps/place/?q=place_id:ChIJSUkiMLzhwogRV4xdS6b4EwI,"560 1st Ave N, St. Petersburg, FL 33701",(727) 674-1477,2020-09-01T15:47:00.092255,27.7717902,-82.6412977,1,10,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"The Law Offices of John V. Orrick, PL",http://www.orrickinjurylaw.com/Contact-Us.aspx,https://www.google.com/maps/place/?q=place_id:ChIJAQCwU9fBwogRzM1blzh5vPw,"6946 W Linebaugh Ave, Tampa, FL 33625",(813) 283-5868,2020-09-01T15:48:36.696477,28.0398278,-82.5566672,20,2,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Lewis Brisbois Bisgaard & Smith, LLP",http://www.lewisbrisbois.com/,https://www.google.com/maps/place/?q=place_id:ChIJIY0gpiXPwogROsA_rlxu6Ho,"401 E Jackson St #3400, Tampa, FL 33602",(813) 739-1900,2020-09-01T15:48:36.707365,27.9467367,-82.4563478,19,2,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Shook, Hardy & Bacon L.L.P.",http://www.shb.com/,https://www.google.com/maps/place/?q=place_id:ChIJ49xyF4zEwogRfDVfecB9cGY,"100 N Tampa St #2900, Tampa, FL 33602",(813) 202-7100,2020-09-01T15:48:36.707237,27.9454055,-82.4582711,17,3,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Feldman Legal Group,https://www.floridatrialattorneys.net/?utm_source=local&utm_medium=organic&utm_campaign=GMB,https://www.google.com/maps/place/?q=place_id:ChIJOZC5X9HpwogR3Nx24MmjHGQ,"6940 W Linebaugh Ave #101, Tampa, FL 33625",(813) 639-9366,2020-09-01T15:47:00.085247,28.0396367,-82.5564982,1,19,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Law Offices of Joseph Vecchioli, P.A.",https://www.joevinjurylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJUTzWfJrEwogRowi3J8ibUcw,"511 W Bay St Suite 353, Tampa, FL 33606",(813) 930-5532,2020-09-01T15:48:36.693282,27.9384719,-82.4647174,11,9,"Tampa Personal Injury attorneys Tampa, Florida, United States",
The Law Place,https://www.thelawplace.com/offices/clearwater-law-office/,https://www.google.com/maps/place/?q=place_id:ChIJu8WPjHTlwogR2vybcgd5bP8,"4500 140th Ave N Suite #101, Clearwater, FL 33762",(727) 217-9795,2020-09-01T15:48:36.703923,27.8979342,-82.6959288,6,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Amy A. Catledge; The Ruth Law Team,https://getjustice.com/,https://www.google.com/maps/place/?q=place_id:ChIJ3e-_Bp3hwogRhZ8Iu-1YmHE,"8600 4th St N, St. Petersburg, FL 33702",(727) 327-3222,2020-09-01T15:48:36.703859,27.8509707,-82.6391208,5,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Hackworth Law PA,https://www.lawservicetampafl.com/,https://www.google.com/maps/place/?q=place_id:ChIJVUflg1rEwogR42KYNU44rPA,"1818 N 15th St, Tampa, FL 33605",(813) 418-7549,2020-09-01T15:48:36.696795,27.960813,-82.443076,5,132,"Tampa Personal Injury attorneys Tampa, Florida, United States",
The Law Offices of Steven J. Glaros & Associates,https://www.glaroslaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJyZja9ozrwogR__2zibfXIiU,"13513 Prestige Pl STE 101, Tampa, FL 33635",(813) 854-1234,2020-09-01T15:48:36.704961,28.034697,-82.640629,2,20,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Fulgencio Law,http://www.fulgencio-law.com/,https://www.google.com/maps/place/?q=place_id:ChIJP9iEanrDwogRz-D2WTAjZ9M,"105 S Edison Ave, Tampa, FL 33606",(813) 463-0123,2020-09-01T15:48:36.691548,27.9440422,-82.4697411,4,24,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Jose A. Barreiro Law Firm, P.A.",https://www.barreirolegal.com/,https://www.google.com/maps/place/?q=place_id:ChIJQ4LtrnHDwogReCWEiHYpyzo,"2811 W Kennedy Blvd, Tampa, FL 33609",(813) 514-8810,2020-09-01T15:48:36.693553,27.945091,-82.489343,15,6,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Chilson Joshua T atty,https://www.jpfirm.com/people/joshua-t-chilson/,https://www.google.com/maps/place/?q=place_id:ChIJKdOc1N_wwogRsyoJ-XAe6l4,"911 Chestnut St, Clearwater, FL 33756",(727) 461-1818,2020-09-01T15:47:00.094729,27.960276,-82.7935122,18,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Blick Law Firm,http://www.blicklawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJoXnMWAHBwogRm64U8P64wHQ,"3812 Gunn Hwy, Tampa, FL 33618",(813) 931-0840,2020-09-01T15:48:36.695005,28.0370716,-82.5076933,17,10,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Stratigakos Law Firm,http://www.stratigakoslaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ9fiSsYvEwogRSXzg-XfiVQE,"412 E Madison St # 814, Tampa, FL 33602",(813) 226-0067,2020-09-01T15:48:36.695390,27.948995,-82.457041,3,1,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Maj Vasigh, PA",https://www.defendtampa.com/?utm_source=GMB&utm_medium=organic&utm_campaign=tampa,https://www.google.com/maps/place/?q=place_id:ChIJXXV9qlvEwogRiGFW9Mb_l7k,,(813) 213-3124,2020-09-01T15:48:36.706404,27.996269,-82.4541978,4,78,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Johnson Marc D,http://www.larsonjohnsonlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJjWhLEYzEwogR9k-J77xgSqE,"100 N Tampa St # 1965, Tampa, FL 33602",(813) 228-6688,2020-09-01T15:48:36.703539,27.9453966,-82.4582997,20,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Meksraitis Attorneys at Law,http://meksraitis.com/,https://www.google.com/maps/place/?q=place_id:ChIJAXxybnvDwogR9w6bZA1xLK0,"102 S Westland Ave, Tampa, FL 33606",(813) 250-0885,2020-09-01T15:47:00.082261,27.9441882,-82.4817579,16,4,"Tampa Personal Injury attorneys Tampa, Florida, United States",
McIntyre Thanasides,https://www.mcintyrefirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJfUWpN4nEwogR3Po3pwj8Fak,"500 E Kennedy Blvd #200, Tampa, FL 33602",(844) 511-4800,2020-09-01T15:48:36.701660,27.948558,-82.456055,11,68,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Law Offices Of Martin Schwartz,http://www.martinschwartzlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJJyMZ-mXqwogRXOIvYftjurc,"8451 W Linebaugh Ave, Tampa, FL 33625",(813) 269-7421,2020-09-01T15:48:36.702770,28.041857,-82.5777415,8,243,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Matassini Law Firm, PA",https://matassinilawtampa.business.site/?utm_source=gmb&utm_medium=referral,https://www.google.com/maps/place/?q=place_id:ChIJQ4LtrnHDwogRFeqtU9-AwDc,"2811 W Kennedy Blvd, Tampa, FL 33609",(813) 879-6227,2020-09-01T15:48:36.704180,27.9450247,-82.4893553,10,2,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Holland and Lamoureux,http://brandon-personal-injury-lawyer.com/,https://www.google.com/maps/place/?q=place_id:ChIJoypWVNrNwogRtKszhhg3jk0,"611 S Kings Ave, Brandon, FL 33511",(813) 655-9069,2020-09-01T15:48:36.704309,27.9301721,-82.2935939,12,3,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Galewski Law Group P.A.,,https://www.google.com/maps/place/?q=place_id:ChIJuUNiofXEwogR3KmhsWrIsos,"412 E Madison St Suite 1106, Tampa, FL 33602",(813) 222-8210,2020-09-01T15:48:36.703412,27.9490708,-82.4571169,18,18,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Herd Betsey T,https://www.morgensternandherd.com/,https://www.google.com/maps/place/?q=place_id:ChIJMVCQvBLDwogRbfY3zurbcIY,"2002 N Lois Ave # 150, Tampa, FL 33607",(813) 530-2002,2020-09-01T15:48:36.695583,27.9421827,-82.4979636,6,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Dismuke Law - 1-800-ASK-DAVE,https://www.dismukelaw.com/tampa/?utm_source=GMB&utm_medium=organic&utm_campaign=Tampa,https://www.google.com/maps/place/?q=place_id:ChIJG8A_7orEwogR041S23qIYOU,"620 E Twiggs St Suite 201, Tampa, FL 33602",(863) 292-6922,2020-09-01T15:48:36.695069,27.9504007,-82.4555636,18,21,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Trial Pro, P.A.",https://www.trialpro.com/tampa/,https://www.google.com/maps/place/?q=place_id:ChIJa88QFMnFwogReZ-CTiC1JrA,"1000 N Ashley Dr Suite 513, Tampa, FL 33602",,2020-09-01T15:48:36.694557,27.9520938,-82.4622865,10,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Boohoff Law, P.A.",https://www.boohofflaw.com/tampa/?utm_source=GMB&utm_medium=organic&utm_campaign=Tampa,https://www.google.com/maps/place/?q=place_id:ChIJZ_WgpFbCwogRjCH2yQTMtMQ,"3351 W Bearss Ave, Tampa, FL 33618",(813) 445-8161,2020-09-01T15:48:36.692505,28.0854106,-82.498655,19,75,"Tampa Personal Injury attorneys Tampa, Florida, United States",
MattLaw,https://mattlaw.com/?utm_source=google&utm_medium=listing&utm_campaign=main,https://www.google.com/maps/place/?q=place_id:ChIJ-zTH2Y_EwogROsgokQ03VKw,"304 S Plant Ave, Tampa, FL 33606",(813) 222-2222,2020-09-01T15:47:00.083192,27.9413201,-82.4625517,10,56,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Curry Law Group, P.A",https://currylawgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJ6cGMNtzNwogR96_tKPeFQxE,"750 W Lumsden Rd, Brandon, FL 33511",(813) 653-2500,2020-09-01T15:48:36.704244,27.9236359,-82.295029,11,70,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Fowkes & Hasanbasic, Accident and Insurance Lawyers",https://www.fhlawpa.com/,https://www.google.com/maps/place/?q=place_id:ChIJsXyhzhqUwogRIRR5lRwn6nc,"1807 Short Branch Dr Suite 101, Trinity, FL 34655",(727) 500-1010,2020-09-01T15:48:36.704901,28.1850634,-82.6370878,1,58,"Tampa Personal Injury attorneys Tampa, Florida, United States",
The Law Offices of Ryan Cappy,http://www.cappylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJCUoOOInEwogR461c3iY_Ow0,"400 N Ashley Dr Suite 2100, Tampa, FL 33602",(813) 512-6011,2020-09-01T15:48:36.691867,27.9472272,-82.4606362,9,68,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Hog Law,https://www.hoglaw1.com/,https://www.google.com/maps/place/?q=place_id:ChIJD2d274TEwogRUC_CBu1GM00,"115 S Fielding Ave, Tampa, FL 33606",(866) 464-5291,2020-09-01T15:48:36.707429,27.943339,-82.467888,20,75,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Perenich, Caulfield, Avril & Noyes",https://www.usalaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJOfGR0sLxwogRYgpsF291_IM,"1875 N Belcher Rd. STE 201, Clearwater, FL 33765",(727) 796-8282,2020-09-01T15:47:00.093781,27.9889952,-82.7453339,4,15,"Tampa Personal Injury attorneys Tampa, Florida, United States",
RHINO Lawyers,https://www.rhinolawyers.com/?utm_campaign=gmb,https://www.google.com/maps/place/?q=place_id:ChIJuapEriLFwogR6-KWpK7tSNM,"217 N Howard Ave STE 102, Tampa, FL 33606",(813) 491-8165,2020-09-01T15:48:36.693772,27.9466296,-82.4827033,18,458,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Morgan & Morgan,https://www.forthepeople.com/st-petersburg/,https://www.google.com/maps/place/?q=place_id:ChIJ_____wMew4gROR_tAmc2iwA,"111 2nd Ave NE Suite 1600, St. Petersburg, FL 33701",(727) 318-6344,2020-09-01T15:48:36.701862,27.7745015,-82.6334039,14,408,"Tampa Personal Injury attorneys Tampa, Florida, United States",
The Law Place,https://www.thelawplace.com/offices/sarasota-law-office/,https://www.google.com/maps/place/?q=place_id:ChIJ_6dsLH1Aw4gR3oB8ANVgouM,"1414 S Tamiami Trail, Sarasota, FL 34329",(941) 444-4444,2020-09-01T15:48:36.704373,27.3208112,-82.53004,13,79,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Sessums Law Group, P.A.",https://www.sessumslawgroup.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB+Tampa,https://www.google.com/maps/place/?q=place_id:ChIJU_vgX0bDwogRjhGBAodcbhU,"3444 S West Shore Blvd, Tampa, FL 33629",(813) 435-5058,2020-09-01T15:48:36.702379,27.9122509,-82.5262993,2,7,"Tampa Personal Injury attorneys Tampa, Florida, United States",
