name,website,map link,address,phone,created at,latitude,longitude,google rank,number of reviews,search keywords,contact page link
Reed & Reed,https://www.needreed.com/,https://www.google.com/maps/place/?q=place_id:ChIJu3TQBjzMwogRKyIi1YnTH88,"101 E Lumsden Rd, Brandon, FL 33511",(813) 438-5960,2020-09-01T15:48:36.702185,27.9229473,-82.2855261,19,161,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Law offices of James G Souza III PA,http://www.jimsouzalaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJO5yOXn3DwogRl65eQlPfK9I,"1580 W Cleveland St, Tampa, FL 33606",(813) 563-3289,2020-09-01T15:48:36.695326,27.9430625,-82.4755507,2,17,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Edge Law, PA",https://www.edgelawpa.com/,https://www.google.com/maps/place/?q=place_id:ChIJe-5tIc-wwogRVi9p75ticoI,"2635 Windguard Cir STE 101, Wesley Chapel, FL 33544",(813) 708-9400,2020-09-01T15:48:36.705889,28.195056,-82.3550789,16,32,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Perenich The Law Firm,https://perenichlaw.com/personal-injury-attorneys-tampa-bay-fl/,https://www.google.com/maps/place/?q=place_id:ChIJ47IOzJLAwogR0fdylIgSxek,"13801 N Dale Mabry Hwy, Tampa, FL 33618",(727) 500-1499,2020-09-01T15:48:36.695775,28.0717841,-82.5060044,9,3,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Jeffrey D Murphy PA,https://www.jeffmurphylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJpfQfAZvEwogR-LQ3jlameTQ,"Bank of America Plaza, 101 E Kennedy Blvd #3910, Tampa, FL 33602",(813) 443-5553,2020-09-01T15:48:36.694430,27.946632,-82.4591868,8,64,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Mike Hancock,https://www.lawhancock.com/attorneys/mike-hancock/,https://www.google.com/maps/place/?q=place_id:ChIJKYwGpP3BwogR2jemigAjDTI,"1317 W Fletcher Ave, Tampa, FL 33612",(813) 278-7092,2020-09-01T15:48:36.694685,28.0697857,-82.473473,12,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Trial Pro, P.A.",http://www.trialpro.com/,https://www.google.com/maps/place/?q=place_id:ChIJHWz9Eud654gRq00jDoLJ1jk,"Orlando, FL · In Regus - Florida, Orlando - Downtown North Orange",(407) 300-0000,2020-09-01T15:48:36.706534,28.5452569,-81.3793082,6,788,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Ambler Kevin C,https://www.amblerlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJxwh_WYnEwogRbzWyh6hoRm8,"400 N Tampa St # 1100, Tampa, FL 33602",(813) 906-0242,2020-09-01T15:48:36.694032,27.9477468,-82.459056,2,1,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Eric T Taylor Law Office,http://www.erictaylor.org/,https://www.google.com/maps/place/?q=place_id:ChIJ08ZCkIXEwogRXRmmBLcH3V4,"203 N Armenia Ave #101, Tampa, FL 33609",(813) 259-4444,2020-09-01T15:48:36.703284,27.9462489,-82.484797,16,20,"Tampa Personal Injury attorneys Tampa, Florida, United States",
James B. Murphy,http://www.shb.com/,https://www.google.com/maps/place/?q=place_id:ChIJjWhLEYzEwogRbc-52XSfqD8,"100 N Tampa St # 2900, Tampa, FL 33602",(813) 202-7100,2020-09-01T15:48:36.706146,27.9453966,-82.4582997,20,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
McCulloch Law P.A.,https://www.mccullochlawpa.com/,https://www.google.com/maps/place/?q=place_id:ChIJLZZhf8DEwogRkHDRde05sEU,"238 E Davis Blvd #316, Tampa, FL 33606",(813) 586-3847,2020-09-01T15:48:36.702574,27.9262615,-82.4535848,5,114,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Nilo J. Sanchez & Associates,https://www.divorce-lawyer-tampa.net/,https://www.google.com/maps/place/?q=place_id:ChIJW9HZFXjDwogR19inRYKrx-I,"1006 N Armenia Ave, Tampa, FL 33607",(813) 879-4600,2020-09-01T15:48:36.706727,27.952639,-82.485281,9,57,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Ogden & Sullivan,P.A.",https://www.ogdensullivan.com/,https://www.google.com/maps/place/?q=place_id:ChIJ5Z9HvHrDwogRfzXHEWZmPVk,"5422 Bay Center Dr STE 100, Tampa, FL 33609",(813) 223-5111,2020-09-01T15:48:36.696540,27.9439444,-82.5364018,1,2,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Hunter Law, P.A.",https://hunterlawgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJY9cvr_DCwogRizIw6OBFRvU,"5025 W Lemon St #200, Tampa, FL 33609",(813) 287-2227,2020-09-01T15:48:36.694878,27.9507194,-82.5302057,15,38,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Steinger, Greene & Feiner",https://www.injurylawyers.com/tampa/?utm_source=gmb&utm_medium=organic,https://www.google.com/maps/place/?q=place_id:ChIJY_n0Os7OwogRSkaKN7_cM9I,400 N Ashley Dr #1900 · In Highland Oaks I,(813) 553-5352,2020-09-01T15:48:36.692569,27.9472272,-82.4606362,20,29,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Holland & Lamoureux PA,http://www.hollandlamoureux.com/,https://www.google.com/maps/place/?q=place_id:ChIJ_____5zEwogRctexNrZzdb4,"1580 W Cleveland St, Tampa, FL 33606",(813) 253-2715,2020-09-01T15:47:00.084448,27.9430864,-82.4755718,9,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
FL Legal Group,http://fllegalgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJqVq0QeLDwogRDZ9mCN7SEHE,"2700 W Dr Martin Luther King Jr Blvd STE 400, Tampa, FL 33607",(800) 984-9951,2020-09-01T15:48:36.690457,27.9811094,-82.4871627,7,12,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Equal Employment Opportunity Commission,,https://www.google.com/maps/place/?q=place_id:ChIJ0UXhZ4rEwogR-PIu20roCaI,"501 E Polk St #1000, Tampa, FL 33602",(800) 669-4000,2020-09-01T15:48:36.707110,27.9512085,-82.4570453,15,11,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Butler & Boyd, P.A.",https://www.butlerboyd.com/,https://www.google.com/maps/place/?q=place_id:ChIJ2z93iIvEwogRbsFew88VP0s,"201 N Franklin St #2880, Tampa, FL 33602",(813) 229-3232,2020-09-01T15:48:36.691357,27.9467144,-82.4569762,1,14,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Florin Gray Bouzas Owens, LLC",https://www.fgbolaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ3zD2hoyNwogRn-FKspNqo0Y,"16524 Pointe Village Dr #100, Lutz, FL 33558",(727) 254-5255,2020-09-01T15:48:36.704114,28.1892092,-82.5412321,9,21,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Mediation Lawyer Manuel J Fernandez,http://www.kfblaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJI8B49HLDwogRkV1k9evY9RE,"3128 W Kennedy Blvd, Tampa, FL 33609",(813) 875-5445,2020-09-01T15:48:36.692962,27.9445841,-82.4945035,6,1,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Tragos Law: Personal Injury & Auto Accidents,https://tragoslaw.com/tampa-injury/?utm_source=GMB&utm_medium=website&utm_campaign=tampa,https://www.google.com/maps/place/?q=place_id:ChIJ3eR7_qvDwogR1NyjLZ3R4HM,"100 S, Ashley Dr S #600, Tampa, FL 33602",(813) 452-4093,2020-09-01T15:48:36.690973,27.9444574,-82.4578222,15,7,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Riverview Kinney, Fernandez & Boire, P.A.",http://kfblaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJg0JkEZ3RwogREdHmIm5CY-4,"9424 Balm Riverview Rd, Riverview, FL 33569",(813) 438-8216,2020-09-01T15:47:00.091994,27.8531907,-82.314439,17,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Perenich The Law Firm,https://perenichlaw.com/personal-injury-attorneys-st-petersburg-fl/,https://www.google.com/maps/place/?q=place_id:ChIJg_Xm73fhwogRqdLbvRfiDDI,"111 2nd Ave NE, St. Petersburg, FL 33701",(727) 500-1499,2020-09-01T15:47:00.091919,27.7745015,-82.6334039,16,10,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Gunn Law Group P.A.,https://www.gunnlawgroup.com/?utm_source=GMB&utm_medium=organic&utm_campaign=tampa,https://www.google.com/maps/place/?q=place_id:ChIJFQ4CNInEwogRTNbkxSjVdIM,"401 E Jackson St #3600, Tampa, FL 33602",(813) 993-1448,2020-09-01T15:48:36.691421,27.947067,-82.4561431,2,7,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Mac A. Greco III,http://www.macgrecojrpa.com/,https://www.google.com/maps/place/?q=place_id:ChIJqcrBAovEwogRU4DB4JEt2BA,"501 N Morgan St, Tampa, FL 33602",(813) 223-7849,2020-09-01T15:48:36.705374,27.9496889,-82.4556131,8,3,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Morla Law Group, P.A.",http://www.morlalaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJh5x3dg7DwogRb7xZdkefgs4,"3621 W Kennedy Blvd, Tampa, FL 33609",(813) 250-2886,2020-09-01T15:48:36.696668,27.945094,-82.502453,3,77,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Martin J. Hernandez, Esq.",https://injurylawyersoftampa.com/,https://www.google.com/maps/place/?q=place_id:ChIJ5S8C0pLEwogRaUkJ1lPdZdE,"3002 W Kennedy Blvd, Tampa, FL 33609",(813) 229-5353,2020-09-01T15:48:36.702703,27.9445184,-82.4914216,7,278,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Marsalisi Law,"https://www.google.com/maps/reserve/m/84twFPepyu8?source=cat&hl=en-US&gei=4mxOX9i1B9zP0PEPqKW9-AI&sourceurl=https://www.google.com/search?q%3DTampa%2BPersonal%2BInjury%2Battorneys%2BTampa,%2BFlorida,%2BUnited%2BStates%26gl%3Dus%26hl%3Den%26uule%3Dw%2BCAIQICINVW5pdGVkIFN0YXRlcw%26tbm%3Dlcl%26start%3D180",https://www.google.com/maps/place/?q=place_id:ChIJS4BSdc79wogR6ID3M3A3UJo,"7035 Central Ave Ste A, St. Petersburg, FL 33710",(727) 800-5052,2020-09-01T15:47:00.093927,27.7710731,-82.7364422,6,154,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Salter Healey LLC,http://www.salterhealy.com/,https://www.google.com/maps/place/?q=place_id:ChIJN2V0NvXBwogR5gVJV0CkBN8,"5401 W Kennedy Blvd #170, Tampa, FL 33609",(813) 463-8360,2020-09-01T15:48:36.706211,27.9455407,-82.5345947,1,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Salter, Healy, Rivera",https://www.salterhealy.com/personal-injury-attorneys-st-petersburg-fl/,https://www.google.com/maps/place/?q=place_id:ChIJjwWaFDbiwogRJ5J4JcVuqBM,"2601 1st Ave S, St. Petersburg, FL 33712",(727) 321-4357,2020-09-01T15:48:36.704761,27.77041,-82.6687,19,47,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Anderson & Anderson,https://www.tgalaw.com/tampa/?utm_source=GMB&utm_medium=organic&utm_campaign=Tampa,https://www.google.com/maps/place/?q=place_id:ChIJSTUyJoXEwogRurDKkus5wgg,"213 S Brevard Ave, Tampa, FL 33606",(813) 251-0072,2020-09-01T15:48:36.691803,27.9420707,-82.4669826,8,29,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Brooks Law Group,https://www.brookslawgroup.com/tampa/?utm_source=google&utm_medium=gmb&utm_campaign=local-listing_tampa,https://www.google.com/maps/place/?q=place_id:ChIJbXkExlPEwogRpy6_iMr1c8k,"2002 E 5th Ave UNIT 101, Tampa, FL 33605",(813) 722-1756,2020-09-01T15:48:36.690781,27.95926,-82.4365321,12,71,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Rebein Brothers, PA",http://www.rebeinlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJyxSf8wnDwogRtQCTEmIexqE,100 Ashley Dr S UNIT 610 · In Wells Fargo Bank,(813) 305-7285,2020-09-01T15:48:36.690195,27.944582,-82.457824,3,51,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Gina Rosato Law Firm, P.A.",http://www.lawgina.com/,https://www.google.com/maps/place/?q=place_id:ChIJczudvVbCwogRkDkodqedv0w,"4124 W Linebaugh Ave, Tampa, FL 33624",(813) 463-8000,2020-09-01T15:48:36.707045,28.039809,-82.511822,14,296,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Florida Bar,http://floridabar.org/,https://www.google.com/maps/place/?q=place_id:ChIJof7cekfCwogRyC0ngRpbs7k,"4200 George J Bean Pkwy #2580, Tampa, FL 33607",(813) 875-9821,2020-09-01T15:48:36.706598,27.9813311,-82.5344709,7,6,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Marlowe Law,http://www.marlowe.law/,https://www.google.com/maps/place/?q=place_id:ChIJwzDHzdDpwogR-pvgZ1NSq2Y,3001 N Rocky Point Dr E #200 · In Orion Center,(813) 575-0000,2020-09-01T15:48:36.702121,27.9679895,-82.5675331,18,45,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Corless Barfield Trial Group,http://corlessbarfield.com/,https://www.google.com/maps/place/?q=place_id:ChIJgztewAHDwogRe1QfOwXDazk,"6812 W Linebaugh Ave, Tampa, FL 33625",(813) 258-4998,2020-09-01T15:48:36.696604,28.0398892,-82.5540261,2,33,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Butash & Donovan,http://www.butashdonovan.com/,https://www.google.com/maps/place/?q=place_id:ChIJvRRD9Sm6wogRcU35fxuP3bA,"23554 FL-54, Lutz, FL 33559",(813) 341-2232,2020-09-01T15:48:36.703220,28.184819,-82.426474,15,35,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Jennifer Meksraitis, PLLC dba Heights Injury Law",https://heightsinjurylaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ3eBU3LvFwogRZAGYUTyCV0w,"313 E Oak Ave, Tampa, FL 33602",(813) 600-3197,2020-09-01T15:48:36.692313,27.959921,-82.4566706,16,2,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Whittel & Melton, LLC",http://www.thefllawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJw19IaI_EwogR3_s9PtiXS48,2909 W Bay to Bay Blvd #300 · In Bayshore Center,(813) 221-3200,2020-09-01T15:48:36.697312,27.9198263,-82.4917935,9,6,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Diaco Law,http://www.diacolaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ4W4SjvfCwogRkFuPWe7zjG8,"605 S Boulevard, Tampa, FL 33606",(813) 221-7978,2020-09-01T15:48:36.692059,27.9381785,-82.4689377,12,23,"Tampa Personal Injury attorneys Tampa, Florida, United States",
The Ticket Clinic - A Law Firm,https://www.theticketclinic.com/locations/tampa,https://www.google.com/maps/place/?q=place_id:ChIJ5-sR5xDDwogRrl2TDOC2us8,"602 S Dale Mabry Hwy, Tampa, FL 33609",(813) 873-9018,2020-09-01T15:48:36.707301,27.939139,-82.505521,18,351,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Rinaldo Law Group,https://www.tampainjuryaccidentlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJIdcNy7_RwogRfxjQPBmI6Xk,"11256 Boyette Rd, Riverview, FL 33569",(813) 831-9999,2020-09-01T15:48:36.703348,27.8547233,-82.3159157,17,14,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Fiol Law Group,https://www.fiolinjurylaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://www.google.com/maps/place/?q=place_id:ChIJfWALU2HEwogRQAgAXPXUhgU,"1515 N Marion St, Tampa, FL 33602",(813) 223-6773,2020-09-01T15:48:36.691484,27.9582812,-82.4585445,3,76,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Perenich, Caulfield, Avril and Noyes",https://www.usalaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJQ6aWY1XFwogRFH0HOq3xQE8,"412 E Madison St #1104, Tampa, FL 33602",(813) 288-8282,2020-09-01T15:48:36.695133,27.949071,-82.457117,19,1,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Printy & Printy, P.A.",https://printylawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJLUb7NurAwogRQJkS596l0ts,"3411 W Fletcher Ave Suite A, Tampa, FL 33618",(813) 434-0649,2020-09-01T15:48:36.703027,28.0665733,-82.4991902,12,29,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Masterson, Hoag & Smith, P.A.",https://www.mastersonlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJJ60LaSTFwogR10dCn70dhgE,"100 Ashley Dr S suite 600-2001, Tampa, FL 33602",(813) 358-2614,2020-09-01T15:48:36.693090,27.9445688,-82.4578332,8,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Tragos Law,https://tragoslaw.com/?utm_source=GMB&utm_medium=website&utm_campaign=clearwater,https://www.google.com/maps/place/?q=place_id:ChIJecnMteDwwogRLWGZq32ZC1g,"2363 Gulf to Bay Blvd Ste 100, Clearwater, FL 33765",(727) 441-9030,2020-09-01T15:47:00.091592,27.9600797,-82.7393922,11,60,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Kinney, Fernandez, & Boire P.A.",http://www.kfblaw.com/st-petersburg-personal-injury-attorney/,https://www.google.com/maps/place/?q=place_id:ChIJB0BtAoXmwogR4Y7RLj4FdYY,"9600 Koger Blvd N #239, St. Petersburg, FL 33702",(727) 576-5784,2020-09-01T15:47:00.091722,27.8598985,-82.640173,13,2,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"L Pincus Law, PLLC",http://www.lpincuslaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJ08XQ2njrwogRdSGGcaQh8D8,"13055 W Linebaugh Ave Suite 102, Tampa, FL 33626",(813) 333-1343,2020-09-01T15:48:36.701993,28.0577957,-82.6421227,16,10,"Tampa Personal Injury attorneys Tampa, Florida, United States",
John Bales Attorneys,http://www.johnbales.com/,https://www.google.com/maps/place/?q=place_id:ChIJHYMN74rEwogRZLevD11KOmA,"625 E Twiggs St #100, Tampa, FL 33602",(800) 225-5564,2020-09-01T15:48:36.691675,27.9500443,-82.4553873,6,107,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Clark Martino PA,http://www.clarkmartino.com/,https://www.google.com/maps/place/?q=place_id:ChIJTWFXpg3DwogRr9aOpno9J0Q,"3407 W Kennedy Blvd, Tampa, FL 33609",(813) 879-0700,2020-09-01T15:48:36.693967,27.9451905,-82.4998414,1,17,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Rojas Law Group,https://rojaslawgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJdX0717zDwogRdW6tIZWiLys,"3405 W Columbus Dr, Tampa, FL 33607",(813) 879-2223,2020-09-01T15:48:36.693218,27.9669573,-82.499957,10,26,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Mandelbaum Trichler Law Center, P.A.",http://www.mtlawcenter.com/,https://www.google.com/maps/place/?q=place_id:ChIJj-z3F2LEwogR0AXGiStSmAI,"6528 Gunn Hwy, Tampa, FL 33625",(813) 862-1029,2020-09-01T15:48:36.696349,28.064347,-82.559244,18,35,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Farah & Farah,https://farahandfarah.com/location/tampa-fl?utm_source=local&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/place/?q=place_id:ChIJoWjP_j3IwogRabDXzhUfrlI,"2801 W Busch Blvd Suite 101, Tampa, FL 33618",(813) 358-0490,2020-09-01T15:48:36.690652,28.0358149,-82.4886416,10,30,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Stathopoulos Law Group PA,http://slglawgroup.com/,https://www.google.com/maps/place/?q=place_id:ChIJ4Vs7dGSNwogREjo88S-g8E4,"39042 US Hwy 19 N, Tarpon Springs, FL 34689",(727) 942-9000,2020-09-01T15:47:00.093645,28.127158,-82.7407343,2,55,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Steinberg Michael A,http://www.ssalawyers.com/,https://www.google.com/maps/place/?q=place_id:ChIJHYYgcm3CwogREmCjm5_QKuk,"4925 Independence Pkwy #195, Tampa, FL 33634",(813) 221-1300,2020-09-01T15:48:36.706469,27.9786364,-82.5500189,5,50,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Anton Garcia Law: Family Law Attorney, Tampa",https://www.tampaattorneys.com/,https://www.google.com/maps/place/?q=place_id:ChIJvZxHMiDDwogR7cr-rH4nOyo,"106 S Tampania Ave, Tampa, FL 33609",(813) 907-9807,2020-09-01T15:48:36.695647,27.9440062,-82.4861452,7,106,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Cummings John,http://www.wilkesmchugh.com/,https://www.google.com/maps/place/?q=place_id:ChIJu5hdTg7DwogReYjT9Vh67dI,"1 N Dale Mabry Hwy # 800, Tampa, FL 33609",(813) 873-0026,2020-09-01T15:48:36.706855,27.9452509,-82.5049318,11,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Swope, Rodante P.A.",https://www.swoperodante.com/?utm_source=google%20business%20page&utm_medium=search,https://www.google.com/maps/place/?q=place_id:ChIJ38nft1vEwogRfFVa66pDqlw,"1234 E 5th Ave, Tampa, FL 33605",(813) 273-0017,2020-09-01T15:48:36.695262,27.9590685,-82.4460693,1,23,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Dolman Law Group Accident Injury Lawyers, PA",https://www.dolmanlaw.com/tampa-personal-injury-attorney/,https://www.google.com/maps/place/?q=place_id:ChIJZRzOp4TrwogRXLFkoO6ChSc,"13513 Prestige Pl Suite 102, Tampa, FL 33635",(813) 388-5963,2020-09-01T15:48:36.693359,28.0347101,-82.6406443,12,6,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Catania and Catania, PA",https://www.cataniaandcatania.com/st-petersburg-personal-injury-attorney/,https://www.google.com/maps/place/?q=place_id:ChIJ04DeG53hwogRlhsJto07pWw,,(727) 263-3189,2020-09-01T15:48:36.697246,27.7789724,-82.6773308,8,69,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Older, Lundy & Alvarez",https://www.olalaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJSUtyYEbDwogRGYL1tq2J1WE,"1000 W Cass St, Tampa, FL 33606",(813) 254-8998,2020-09-01T15:48:36.695518,27.9497301,-82.4695428,5,50,"Tampa Personal Injury attorneys Tampa, Florida, United States",
Abrahamson & Uiterwyk Personal Injury Law,https://www.theinjurylawyers.com/st-pete-injury-attorney/?utm_campaign=gmb&utm_medium=maps&utm_source=gmb,https://www.google.com/maps/place/?q=place_id:ChIJN5Y4PeLhwogRiDYg85jmFhk,"111 2nd Ave NE #306, St. Petersburg, FL 33701",(727) 323-5297,2020-09-01T15:47:00.091657,27.7745878,-82.6335575,12,62,"Tampa Personal Injury attorneys Tampa, Florida, United States",
O'Brien Kevin P,http://www.wilkesmchugh.com/,https://www.google.com/maps/place/?q=place_id:ChIJu5hdTg7DwogROu-Bguk9rTE,"1 N Dale Mabry Hwy # 800, Tampa, FL 33609",(813) 873-0026,2020-09-01T15:48:36.705632,27.9452509,-82.5049318,12,,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Michael A Misa, P.A.",http://c4motion.com/,https://www.google.com/maps/place/?q=place_id:ChIJN0tYYYPEwogRSy9oaAD3G5U,"2102 W Platt St STE 105, Tampa, FL 33606",(813) 307-9801,2020-09-01T15:47:00.094331,27.941664,-82.4812589,12,28,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Shrader Law, PLLC",http://www.shraderlawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJi9Y8eFHEwogRVqJUQ63aDd0,"612 W Bay St, Tampa, FL 33606",(813) 360-1529,2020-09-01T15:48:36.702963,27.9378071,-82.4668427,11,10,"Tampa Personal Injury attorneys Tampa, Florida, United States",
"Law Office of Edward J. Reyes, P.A.",https://thereyesfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJyUmH52zEwogRurtRWVMlE_E,"3302 N Tampa St, Tampa, FL 33603",(813) 421-3411,2020-09-01T15:48:36.706017,27.9745336,-82.4611192,18,93,"Tampa Personal Injury attorneys Tampa, Florida, United States",
