"Keyword","Search Engine","Search URL","Result URL","Rank","Type","Match","Directory","Last Rank","Starred"
"denver Bus Accident Attorney","yahoo","https://search.yahoo.com/search?p=denver+Bus+Accident+Attorney&n=100","https://www.brakelaw.com/services/auto-trucking-accidents/","39","Organic","website address","n/a","37","no"
"denver Bus Accident Attorney","yahoo","https://search.yahoo.com/search?p=denver+Bus+Accident+Attorney&n=100","https://www.brakelaw.com/services/bus-accidents/","26","Organic","website address","n/a","n/a","no"
"denver Bus Accident Attorney","google-places","https://www.google.com/search?q=denver+Bus+Accident+Attorney&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Bus Accident Attorney","google","https://www.google.com/search?q=denver+Bus+Accident+Attorney&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/bus-accidents/","37","Organic","website address","n/a","38","no"
"denver Bus Accident Attorneys","google-places","https://www.google.com/search?q=denver+Bus+Accident+Attorneys&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Bus Accident Attorneys","yahoo","https://search.yahoo.com/search?p=denver+Bus+Accident+Attorneys&n=100","https://www.brakelaw.com/services/auto-trucking-accidents/","39","Organic","website address","n/a","38","no"
"denver Bus Accident Attorneys","google","https://www.google.com/search?q=denver+Bus+Accident+Attorneys&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/bus-accidents/","41","Organic","website address","n/a","41","no"
"denver Bus Accident Attorneys","bing","https://www.bing.com/search?q=denver+Bus+Accident+Attorneys&mkt=en-US","https://www.brakelaw.com/services/bus-accidents/","16","Organic","website address","n/a","n/a","no"
"denver Bus Accident Lawyer","google","https://www.google.com/search?q=denver+Bus+Accident+Lawyer&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/bus-accidents/","36","Organic","website address","n/a","35","no"
"denver Bus Accident Lawyer","google-places","https://www.google.com/search?q=denver+Bus+Accident+Lawyer&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","6","Places","cid","n/a","5","no"
"denver Bus Accident Lawyer","yahoo","https://search.yahoo.com/search?p=denver+Bus+Accident+Lawyer&n=100","https://www.brakelaw.com/services/auto-trucking-accidents/","42","Organic","website address","n/a","40","no"
"denver Bus Accident Lawyer","bing","https://www.bing.com/search?q=denver+Bus+Accident+Lawyer&mkt=en-US","https://www.brakelaw.com/services/bus-accidents/","17","Organic","website address","n/a","24","no"
"denver Bus Accident Lawyers","google","https://www.google.com/search?q=denver+Bus+Accident+Lawyers&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/bus-accidents/","32","Organic","website address","n/a","37","no"
"denver Bus Accident Lawyers","google-places","https://www.google.com/search?q=denver+Bus+Accident+Lawyers&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/contact-us/","12","Places","website address","n/a","12","no"
"denver Bus Accident Lawyers","yahoo","https://search.yahoo.com/search?p=denver+Bus+Accident+Lawyers&n=100","https://www.brakelaw.com/services/auto-trucking-accidents/","38","Organic","website address","n/a","41","no"
"denver Bus Accident Lawyers","bing","https://www.bing.com/search?q=denver+Bus+Accident+Lawyers&mkt=en-US","","","","","","","no"
"denver Medical Malpractice Attorney","google","https://www.google.com/search?q=denver+Medical+Malpractice+Attorney&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/medical-malpractice/","36","Organic","website address","n/a","36","no"
"denver Medical Malpractice Attorney","bing","https://www.bing.com/search?q=denver+Medical+Malpractice+Attorney&mkt=en-US","https://www.brakelaw.com/","31","Organic","website address","n/a","n/a","no"
"denver Medical Malpractice Attorney","google-places","https://www.google.com/search?q=denver+Medical+Malpractice+Attorney&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/contact-us/","50","Places","website address","n/a","49","no"
"denver Medical Malpractice Attorney","google-places","https://www.google.com/search?q=denver+Medical+Malpractice+Attorney&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","24","Places","cid","n/a","n/a","no"
"denver Medical Malpractice Attorney","yahoo","https://search.yahoo.com/search?p=denver+Medical+Malpractice+Attorney&n=100","https://www.brakelaw.com","4","Local","website address","n/a","4","no"
"denver Medical Malpractice Attorneys","bing","https://www.bing.com/search?q=denver+Medical+Malpractice+Attorneys&mkt=en-US","https://www.brakelaw.com/services/medical-malpractice/","34","Organic","website address","n/a","28","no"
"denver Medical Malpractice Attorneys","yahoo","https://search.yahoo.com/search?p=denver+Medical+Malpractice+Attorneys&n=100","https://www.brakelaw.com","3","Local","website address","n/a","3","no"
"denver Medical Malpractice Attorneys","google-places","https://www.google.com/search?q=denver+Medical+Malpractice+Attorneys&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","23","Places","cid","n/a","23","no"
"denver Medical Malpractice Attorneys","google","https://www.google.com/search?q=denver+Medical+Malpractice+Attorneys&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/medical-malpractice/","31","Organic","website address","n/a","32","no"
"denver Medical Malpractice Lawyer","yahoo","https://search.yahoo.com/search?p=denver+Medical+Malpractice+Lawyer&n=100","https://www.brakelaw.com/services/medical-malpractice/","43","Organic","website address","n/a","45","no"
"denver Medical Malpractice Lawyer","bing","https://www.bing.com/search?q=denver+Medical+Malpractice+Lawyer&mkt=en-US","https://www.brakelaw.com/services/medical-malpractice/","34","Organic","website address","n/a","32","no"
"denver Medical Malpractice Lawyer","google","https://www.google.com/search?q=denver+Medical+Malpractice+Lawyer&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/medical-malpractice/","32","Organic","website address","n/a","33","no"
"denver Medical Malpractice Lawyer","google-places","https://www.google.com/search?q=denver+Medical+Malpractice+Lawyer&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","23","Places","cid","n/a","23","no"
"denver Medical Malpractice Lawyers","google","https://www.google.com/search?q=denver+Medical+Malpractice+Lawyers&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/services/medical-malpractice/","32","Organic","website address","n/a","33","no"
"denver Medical Malpractice Lawyers","google-places","https://www.google.com/search?q=denver+Medical+Malpractice+Lawyers&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","23","Places","cid","n/a","25","no"
"denver Medical Malpractice Lawyers","yahoo","https://search.yahoo.com/search?p=denver+Medical+Malpractice+Lawyers&n=100","https://www.brakelaw.com","4","Local","website address","n/a","5","no"
"denver Medical Malpractice Lawyers","bing","https://www.bing.com/search?q=denver+Medical+Malpractice+Lawyers&mkt=en-US","https://www.brakelaw.com/services/medical-malpractice/","33","Organic","website address","n/a","34","no"
"denver Truck Accident Attorney","bing","https://www.bing.com/search?q=denver+Truck+Accident+Attorney&mkt=en-US","https://www.brakelaw.com/services/auto-trucking-accidents/","47","Organic","website address","n/a","n/a","no"
"denver Truck Accident Attorney","bing","https://www.bing.com/search?q=denver+Truck+Accident+Attorney&mkt=en-US","https://www.brakelaw.com/services/auto-trucking-accidents/","35","Organic","website address","n/a","n/a","no"
"denver Truck Accident Attorney","yahoo","https://search.yahoo.com/search?p=denver+Truck+Accident+Attorney&n=100","","","","","","","no"
"denver Truck Accident Attorney","google-places","https://www.google.com/search?q=denver+Truck+Accident+Attorney&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Attorney","google","https://www.google.com/search?q=denver+Truck+Accident+Attorney&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Attorneys","bing","https://www.bing.com/search?q=denver+Truck+Accident+Attorneys&mkt=en-US","https://www.brakelaw.com/services/auto-trucking-accidents/","17","Organic","website address","n/a","37","no"
"denver Truck Accident Attorneys","google","https://www.google.com/search?q=denver+Truck+Accident+Attorneys&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Attorneys","google-places","https://www.google.com/search?q=denver+Truck+Accident+Attorneys&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Attorneys","yahoo","https://search.yahoo.com/search?p=denver+Truck+Accident+Attorneys&n=100","","","","","","","no"
"denver Truck Accident Lawyer","yahoo","https://search.yahoo.com/search?p=denver+Truck+Accident+Lawyer&n=100","https://www.brakelaw.com/services/auto-trucking-accidents/","35","Organic","website address","n/a","29","no"
"denver Truck Accident Lawyer","google","https://www.google.com/search?q=denver+Truck+Accident+Lawyer&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Lawyer","google-places","https://www.google.com/search?q=denver+Truck+Accident+Lawyer&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Lawyer","bing","https://www.bing.com/search?q=denver+Truck+Accident+Lawyer&mkt=en-US","https://www.brakelaw.com/services/auto-trucking-accidents/","33","Organic","website address","n/a","n/a","no"
"denver Truck Accident Lawyer","bing","https://www.bing.com/search?q=denver+Truck+Accident+Lawyer&mkt=en-US","https://www.brakelaw.com/services/auto-trucking-accidents/","20","Organic","website address","n/a","18","no"
"denver Truck Accident Lawyers","google-places","https://www.google.com/search?q=denver+Truck+Accident+Lawyers&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Lawyers","google","https://www.google.com/search?q=denver+Truck+Accident+Lawyers&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver Truck Accident Lawyers","bing","https://www.bing.com/search?q=denver+Truck+Accident+Lawyers&mkt=en-US","","","","","","","no"
"denver Truck Accident Lawyers","yahoo","https://search.yahoo.com/search?p=denver+Truck+Accident+Lawyers&n=100","https://www.brakelaw.com","4","Local","website address","n/a","4","no"
"denver accident attorney","google-places","https://www.google.com/search?q=denver+accident+attorney&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver accident attorney","yahoo","https://search.yahoo.com/search?p=denver+accident+attorney&n=100","https://www.brakelaw.com","5","Local","website address","n/a","5","no"
"denver accident attorney","bing","https://www.bing.com/search?q=denver+accident+attorney&mkt=en-US","","","","","","","no"
"denver accident attorney","google","https://www.google.com/search?q=denver+accident+attorney&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver accident attorneys","google","https://www.google.com/search?q=denver+accident+attorneys&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver accident attorneys","google-places","https://www.google.com/search?q=denver+accident+attorneys&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver accident attorneys","bing","https://www.bing.com/search?q=denver+accident+attorneys&mkt=en-US","","","","","","","no"
"denver accident attorneys","yahoo","https://search.yahoo.com/search?p=denver+accident+attorneys&n=100","","","","","","","no"
"denver accident lawyer","google-places","https://www.google.com/search?q=denver+accident+lawyer&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver accident lawyer","yahoo","https://search.yahoo.com/search?p=denver+accident+lawyer&n=100","https://www.brakelaw.com","4","Local","website address","n/a","4","no"
"denver accident lawyer","yahoo","https://search.yahoo.com/search?p=denver+accident+lawyer&n=100","https://www.brakelaw.com/services/auto-trucking-accidents/","46","Organic","website address","n/a","n/a","no"
"denver accident lawyer","bing","https://www.bing.com/search?q=denver+accident+lawyer&mkt=en-US","","","","","","","no"
"denver accident lawyer","google","https://www.google.com/search?q=denver+accident+lawyer&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver accident lawyers","google","https://www.google.com/search?q=denver+accident+lawyers&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver accident lawyers","yahoo","https://search.yahoo.com/search?p=denver+accident+lawyers&n=100","","","","","","","no"
"denver accident lawyers","bing","https://www.bing.com/search?q=denver+accident+lawyers&mkt=en-US","","","","","","","no"
"denver accident lawyers","google-places","https://www.google.com/search?q=denver+accident+lawyers&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver injury attorney","google","https://www.google.com/search?q=denver+injury+attorney&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver injury attorney","google-places","https://www.google.com/search?q=denver+injury+attorney&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","6","Places","cid","n/a","7","no"
"denver injury attorney","yahoo","https://search.yahoo.com/search?p=denver+injury+attorney&n=100","","","","","","","no"
"denver injury attorney","bing","https://www.bing.com/search?q=denver+injury+attorney&mkt=en-US","","","","","","","no"
"denver injury attorneys","yahoo","https://search.yahoo.com/search?p=denver+injury+attorneys&n=100","","","","","","","no"
"denver injury attorneys","google","https://www.google.com/search?q=denver+injury+attorneys&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver injury attorneys","bing","https://www.bing.com/search?q=denver+injury+attorneys&mkt=en-US","","","","","","","no"
"denver injury attorneys","google-places","https://www.google.com/search?q=denver+injury+attorneys&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","5","Places","cid","n/a","5","no"
"denver injury lawyer","bing","https://www.bing.com/search?q=denver+injury+lawyer&mkt=en-US","","","","","","","no"
"denver injury lawyer","yahoo","https://search.yahoo.com/search?p=denver+injury+lawyer&n=100","","","","","","","no"
"denver injury lawyer","google-places","https://www.google.com/search?q=denver+injury+lawyer&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","5","Places","cid","n/a","5","no"
"denver injury lawyer","google","https://www.google.com/search?q=denver+injury+lawyer&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver injury lawyers","google","https://www.google.com/search?q=denver+injury+lawyers&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"denver injury lawyers","yahoo","https://search.yahoo.com/search?p=denver+injury+lawyers&n=100","","","","","","","no"
"denver injury lawyers","bing","https://www.bing.com/search?q=denver+injury+lawyers&mkt=en-US","","","","","","","no"
"denver injury lawyers","google-places","https://www.google.com/search?q=denver+injury+lawyers&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","5","Places","cid","n/a","7","no"
"injury attorney denver","bing","https://www.bing.com/search?q=injury+attorney+denver&mkt=en-US","","","","","","","no"
"injury attorney denver","google-places","https://www.google.com/search?q=injury+attorney+denver&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","6","Places","cid","n/a","7","no"
"injury attorney denver","google","https://www.google.com/search?q=injury+attorney+denver&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"injury attorney denver","yahoo","https://search.yahoo.com/search?p=injury+attorney+denver&n=100","","","","","","","no"
"injury attorneys","google-places","https://www.google.com/search?q=injury+attorneys&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","8","Places","cid","n/a","9","no"
"injury attorneys","google","https://www.google.com/search?q=injury+attorneys&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"injury attorneys","bing","https://www.bing.com/search?q=injury+attorneys&mkt=en-US","","","","","","","no"
"injury attorneys","yahoo","https://search.yahoo.com/search?p=injury+attorneys&n=100","","","","","","","no"
"injury attorneys denver","google","https://www.google.com/search?q=injury+attorneys+denver&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"injury attorneys denver","google-places","https://www.google.com/search?q=injury+attorneys+denver&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","5","Places","cid","n/a","5","no"
"injury attorneys denver","yahoo","https://search.yahoo.com/search?p=injury+attorneys+denver&n=100","","","","","","","no"
"injury attorneys denver","bing","https://www.bing.com/search?q=injury+attorneys+denver&mkt=en-US","","","","","","","no"
"injury lawyer denver","google-places","https://www.google.com/search?q=injury+lawyer+denver&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","5","Places","cid","n/a","5","no"
"injury lawyer denver","yahoo","https://search.yahoo.com/search?p=injury+lawyer+denver&n=100","","","","","","","no"
"injury lawyer denver","bing","https://www.bing.com/search?q=injury+lawyer+denver&mkt=en-US","","","","","","","no"
"injury lawyer denver","google","https://www.google.com/search?q=injury+lawyer+denver&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"injury lawyers","google-places","https://www.google.com/search?q=injury+lawyers&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","12","Places","cid","n/a","14","no"
"injury lawyers","bing","https://www.bing.com/search?q=injury+lawyers&mkt=en-US","","","","","","","no"
"injury lawyers","yahoo","https://search.yahoo.com/search?p=injury+lawyers&n=100","","","","","","","no"
"injury lawyers","google","https://www.google.com/search?q=injury+lawyers&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"injury lawyers denver","bing","https://www.bing.com/search?q=injury+lawyers+denver&mkt=en-US","","","","","","","no"
"injury lawyers denver","yahoo","https://search.yahoo.com/search?p=injury+lawyers+denver&n=100","","","","","","","no"
"injury lawyers denver","google-places","https://www.google.com/search?q=injury+lawyers+denver&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","http://www.brakelaw.com/","5","Places","cid","n/a","5","no"
"injury lawyers denver","google","https://www.google.com/search?q=injury+lawyers+denver&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
"truck accident lawyers","bing","https://www.bing.com/search?q=truck+accident+lawyers&mkt=en-US","","","","","","","no"
"truck accident lawyers","yahoo","https://search.yahoo.com/search?p=truck+accident+lawyers&n=100","","","","","","","no"
"truck accident lawyers","google-places","https://www.google.com/search?q=truck+accident+lawyers&gl=us&gws_rd=cr&tbm=lcl&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","https://www.brakelaw.com/contact-us/","13","Places","website address","n/a","14","no"
"truck accident lawyers","google","https://www.google.com/search?q=truck+accident+lawyers&gl=us&gws_rd=cr&uule=w+CAIQIFISCS1Ur6YPh2yHEbIZ0EfPTNru&num=100","","","","","","","no"
